id,guid,published_on,imageurl,title,url,body,tags,lang,upvotes,downvotes,categories,source_info,source,date
35259508,https://www.cryptonewsz.com/xrp-whale-moves-whats-next-for-xrp-price/,1730153057,https://images.cryptocompare.com/news/default/cryptonewsz.png,"XRP Whale Moves 100M Tokens, What’s Next for XRP Price?",https://www.cryptonewsz.com/xrp-whale-moves-whats-next-for-xrp-price/,"In a notable transaction, an XRP whale moved a whopping 100 million XRP tokens. This movement sparked speculations…",,EN,0,0,XRP|TRADING,"{'name': 'CryptoNewsZ', 'img': 'https://images.cryptocompare.com/news/default/cryptonewsz.png', 'lang': 'EN'}",cryptonewsz,2024-10-28 22:04:17
35259951,https://cryptonews.com/?p=300118,1730153109,https://resources.cryptocompare.com/news/52/35259951.jpeg,Matthew Sigel Predicts Bullish Setup for Bitcoin as U.S. Election Looms,https://cryptonews.com/news/matthew-sigel-predicts-bullish-setup-for-bitcoin-as-u-s-election-looms/,"VanEck’s head of digital assets research, Matthew Sigel, connects Bitcoin’s recent rise to election-driven shifts and increased money supply, noting a potential post-election catalyst for further gains. The post Matthew Sigel Predicts Bullish Setup for Bitcoin as U.S. Election Looms appeared first on Cryptonews .",Bitcoin News|Bitcoin|Donald Trump|US Election,EN,0,0,BTC|TRADING|RESEARCH,"{'name': 'cryptonews', 'img': 'https://images.cryptocompare.com/news/default/cryptonews.png', 'lang': 'EN'}",cryptonews,2024-10-28 22:05:09
35259646,55WD4DOAGJHCLH3COARNJL4AOA,1730153304,https://resources.cryptocompare.com/news/5/35259646.jpeg,Bitcoin Tops $70K for First Time in More Than Four Months,https://www.coindesk.com/markets/2024/10/28/bitcoin-tops-70k-for-first-time-in-more-than-four-months/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,"The price still remains below its record high of $73,700 hit in early March of this year.",Markets|news|Bitcoin,EN,0,0,BTC|MARKET|TRADING,"{'name': 'CoinDesk', 'img': 'https://images.cryptocompare.com/news/default/coindesk.png', 'lang': 'EN'}",coindesk,2024-10-28 22:08:24
35259647,https://cointelegraph.com/news/bitcoin-hits-70-k-after-etfs-notch-six-day-inflow-streak,1730153329,https://images.cryptocompare.com/news/default/cointelegraph.png,Bitcoin hits $70K amid huge ETF inflow streak,https://cointelegraph.com/news/bitcoin-hits-70-k-after-etfs-notch-six-day-inflow-streak?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Bitcoin has topped $70,000, its highest price since June after US-based ETFs surpassed total net inflows of over $22 billion.",bitcoin|price|trading|btc|milestone|70k|crypto price|crypto markets,EN,0,0,BTC|TRADING,"{'name': 'CoinTelegraph', 'img': 'https://images.cryptocompare.com/news/default/cointelegraph.png', 'lang': 'EN'}",cointelegraph,2024-10-28 22:08:49
35259649,https://coingape.com/?p=222659,1730153394,https://images.cryptocompare.com/news/default/coingape.png,XRP Price To Rally As Whales Move $51M?,https://coingape.com/xrp-price-to-rally-as-whales-move-51m/,"The XRP price is in focus following a crypto whale’s transfer of $51 million worth of XRP. This development provides a bullish outlook for the coin, considering the impact this category of investors could have on price as they accumulate more XRP. XRP Price Could Rally As Whales Make Their Move The XRP price could The post XRP Price To Rally As Whales Move $51M? appeared first on CoinGape .",24/7 Cryptocurrency News|Altcoin News|XRP|XRP price|XRP Whales,EN,0,0,TRADING|XRP|BUSINESS,"{'name': 'CoinGape', 'img': 'https://images.cryptocompare.com/news/default/coingape.png', 'lang': 'EN'}",coingape,2024-10-28 22:09:54
35259952,https://cryptonews.com/?p=300057,1730153686,https://resources.cryptocompare.com/news/52/35259952.jpeg,"Solana Becomes the Top Trending Coin – Could Whales Trigger a $1,000 Price Surge?",https://cryptonews.com/news/solana-becomes-the-top-trending-coin-could-whales-trigger-a-1000-price-surge/,"Solana’s $SOL is trending today after flipping both Ethereum and PayPal in different metrics. Earlier today, $SOL was the most trending cryptocurrency. It still retains its place in the top three as of the afternoon UTC with a 24-hour trading volume of over $4 billion. Solana’s heavy trading volume and intra-week price appreciation come just The post Solana Becomes the Top Trending Coin – Could Whales Trigger a $1,000 Price Surge? appeared first on Cryptonews .",Industry Talk|Meme Coins|Presale|Solana,EN,0,0,SOL|TRADING|ETH,"{'name': 'cryptonews', 'img': 'https://images.cryptocompare.com/news/default/cryptonews.png', 'lang': 'EN'}",cryptonews,2024-10-28 22:14:46
35259824,https://cryptopotato.com/?p=368103,1730153783,https://resources.cryptocompare.com/news/27/35259824.jpeg,"Metaplanet’s Bitcoin Holdings Surpass 1,000 BTC After Latest Purchase",https://cryptopotato.com/metaplanets-bitcoin-holdings-surpass-1000-btc-after-latest-purchase/,"The firm's $10 million BTC buy signals its commitment to the cryptocurrency as its holdings now exceed 1,000 BTC.",AA News|BTCEUR|BTCGBP|BTCUSD|BTCUSDT|Crypto News|Bitcoin|Japan|Metaplanet,EN,0,0,BTC|ASIA,"{'name': 'Crypto Potato', 'img': 'https://images.cryptocompare.com/news/default/cryptopotato.png', 'lang': 'EN'}",cryptopotato,2024-10-28 22:16:23
35259931,https://www.cryptopolitan.com/?p=606370,1730153829,https://resources.cryptocompare.com/news/43/35259931.jpeg,Robinhood joins election prediction sector as HOOD stock soars 112% YTD,https://www.cryptopolitan.com/robinhood-joins-election-prediction-sector-as-hood-stock-soars-112-ytd/,"Retail stock trading company Robinhood now allows users to trade on the US presidential elections. The company announced on Monday that users can trade Donald Trump or Kamala Harris contracts on its derivatives platform. According to the announcement, the contracts would be available for trading during specific hours between October 28 and November 8. On",News|Robinhood|US,EN,0,0,BUSINESS|TRADING,"{'name': 'Cryptopolitan', 'img': 'https://images.cryptocompare.com/news/default/cryptopolitan.png', 'lang': 'EN'}",cryptopolitan,2024-10-28 22:17:09
35260085,https://www.cryptopolitan.com/?p=606625,1730153905,https://resources.cryptocompare.com/news/43/35260085.jpeg,Whale accumulates MATIC despite price making new lows on delistings,https://www.cryptopolitan.com/whale-accumulates-matic-despite-price-making-new-lows-on-delistings/,"Polygon (MATIC) is lagging behind other L2 chains. The platform is mostly supported by Polymarket, its most active app as of October 2024.",News|ETH|MATIC|POL,EN,0,0,MATIC|TRADING|ETH,"{'name': 'Cryptopolitan', 'img': 'https://images.cryptocompare.com/news/default/cryptopolitan.png', 'lang': 'EN'}",cryptopolitan,2024-10-28 22:18:25
35260257,https://www.cryptopolitan.com/?p=606611,1730154014,https://resources.cryptocompare.com/news/43/35260257.jpeg,Bitcoin as a reserve asset? VanEck’s Matthew Sigel predicts $3 million price target by 2050,https://www.cryptopolitan.com/vanecks-predicts-bitcoin-price-target/,"Matthew Sigel, head of digital assets research at VanEck, has projected that Bitcoin could reach a value of $3 million by 2050. In his analysis, he predicted that Bitcoin would become a reserve asset, owned by central banks with a 2% share to strengthen the global economic system. During his recent interview on CNBC, Sigel",News|Bitcoin,EN,0,0,BTC|FIAT|TRADING|MARKET|RESEARCH,"{'name': 'Cryptopolitan', 'img': 'https://images.cryptocompare.com/news/default/cryptopolitan.png', 'lang': 'EN'}",cryptopolitan,2024-10-28 22:20:14
35259981,https://decrypt.co/?p=287254,1730154042,https://resources.cryptocompare.com/news/44/35259981.jpeg,"Bitcoin Smashes Past $70,000 Ahead of US Election",https://decrypt.co/287254/bitcoin-smashes-past-70000-ahead-of-election,"Bitcoin has blown past $70,000 again after months of struggle. Will it hit a new all-time high ahead of the election?",|||Markets,EN,0,0,BTC|MARKET,"{'name': 'Decrypt', 'img': 'https://images.cryptocompare.com/news/default/decrypt.png', 'lang': 'EN'}",decrypt,2024-10-28 22:20:42
35259993,https://en.coinotag.com/bitcoin-surges-past-70000-could-a-new-all-time-high-be-possible-before-the-election/,1730154144,https://resources.cryptocompare.com/news/77/default.png,"Bitcoin Surges Past $70,000: Could a New All-Time High Be Possible Before the Election?",https://en.coinotag.com/bitcoin-surges-past-70000-could-a-new-all-time-high-be-possible-before-the-election/,"Bitcoin has surged past the $70,000 mark again, igniting excitement in the crypto market as investors anticipate a potential new all-time high. The recent rally follows a resurgence of interest",News,EN,0,0,BTC|BUSINESS|MARKET|TRADING,"{'name': 'CoinOtag', 'img': 'https://resources.cryptocompare.com/news/77/default.png', 'lang': 'EN'}",coinotag,2024-10-28 22:22:24
35260029,https://en.coin-turk.com/?p=171061,1730154228,https://resources.cryptocompare.com/news/79/35260029.jpeg,"Bitcoin Surges Past $70,000 as Investors Anticipate Growth",https://en.coin-turk.com/bitcoin-surges-past-70000-as-investors-anticipate-growth/,"Bitcoin has surpassed $70,000 again, reaching $70,270. The market anticipates significant growth due to various economic factors. Continue Reading: Bitcoin Surges Past $70,000 as Investors Anticipate Growth The post Bitcoin Surges Past $70,000 as Investors Anticipate Growth appeared first on COINTURK NEWS .",Bitcoin (BTC),EN,0,0,BTC|BUSINESS|MARKET,"{'name': 'CoinTurk News', 'img': 'https://resources.cryptocompare.com/news/79/default.png', 'lang': 'EN'}",cointurken,2024-10-28 22:23:48
35260218,https://news.bitcoin.com/?p=680862&preview=true&preview_id=680862,1730154614,https://resources.cryptocompare.com/news/14/35260218.jpeg,"DOJ Targets Crypto Exchange Accused of Silk Road Money Laundering, Operator Faces Prison Time",https://news.bitcoin.com/doj-targets-crypto-exchange-accused-of-silk-road-money-laundering-operator-faces-prison-time/,"A crypto exchange tied to Silk Road and alleged money laundering schemes now has its operator facing serious federal charges and prison time. Silk Road Connections Resurface as DOJ Targets Crypto Tycoon in $30M Scandal The U.S. Department of Justice (DOJ) announced on Monday that a federal grand jury in Indianapolis has indicted Maximiliano Pilipis,",Featured|Crypto|crypto exchange|Cryptocurrency|DOJ|Silk Road,EN,0,0,EXCHANGE|SPONSORED,"{'name': 'Bitcoin.com', 'img': 'https://images.cryptocompare.com/news/default/bitcoincom.png', 'lang': 'EN'}",bitcoin.com,2024-10-28 22:30:14
